time_bin,src,dst,packets,bytes,regime
13,s00000000,d00000102,0.619,663,hotspot_zipf
9,s00000473,d00000237,5.562,7569,hotspot_zipf
4,s00000140,d00000102,5.499,3673,hotspot_zipf
11,s00000015,d00000254,1.395,1706,hotspot_zipf
4,s00000473,d00000156,18.478,5802,hotspot_zipf
1,s00000140,d00000082,1.169,1506,hotspot_zipf
15,s00000047,d00000359,8.143,7598,hotspot_zipf
12,s00000015,d00000203,4.176,3032,hotspot_zipf
6,s00000404,d00000351,4.418,1259,hotspot_zipf
0,s00000015,d00000277,9.237,4508,hotspot_zipf
10,s00000015,d00000102,7.611,1728,hotspot_zipf
14,s00000015,d00000102,3.404,3523,hotspot_zipf
14,s00000000,d00000238,1.289,1616,hotspot_zipf
14,s00000359,d00000351,1.115,366,hotspot_zipf
8,s00000140,d00000112,3.95,5159,hotspot_zipf
12,s00000262,d00000367,13.738,7432,hotspot_zipf
1,s00000411,d00000051,7.33,4002,hotspot_zipf
11,s00000140,d00000247,3.237,2214,hotspot_zipf
6,s00000015,d00000237,4.482,2550,hotspot_zipf
12,s00000200,d00000168,6.16,5765,hotspot_zipf
8,s00000147,d00000168,15.581,14023,hotspot_zipf
1,s00000015,d00000168,1.684,1887,hotspot_zipf
15,s00000015,d00000168,6.385,5875,hotspot_zipf
8,s00000015,d00000168,4.277,4905,hotspot_zipf
15,s00000282,d00000112,1.686,1475,hotspot_zipf
15,s00000015,d00000026,1.338,1203,hotspot_zipf
4,s00000496,d00000168,10.406,4506,hotspot_zipf
8,s00000015,d00000123,4.484,982,hotspot_zipf
1,s00000015,d00000102,2.76,3197,hotspot_zipf
2,s00000015,d00000168,3.647,3559,hotspot_zipf
7,s00000015,d00000112,8.049,3880,hotspot_zipf
3,s00000015,d00000354,3.628,3755,hotspot_zipf
6,s00000282,d00000168,14.089,17922,hotspot_zipf
15,s00000429,d00000237,2.641,2221,hotspot_zipf
12,s00000015,d00000021,1.649,2261,hotspot_zipf
9,s00000323,d00000237,3.015,4181,hotspot_zipf
7,s00000015,d00000484,1.436,632,hotspot_zipf
3,s00000020,d00000247,2.438,2557,hotspot_zipf
2,s00000015,d00000247,10.016,9034,hotspot_zipf
15,s00000416,d00000168,15.433,5926,hotspot_zipf
6,s00000015,d00000168,5.88,6121,hotspot_zipf
10,s00000282,d00000387,3.983,2637,hotspot_zipf
3,s00000000,d00000168,1.474,560,hotspot_zipf
13,s00000282,d00000168,1.356,773,hotspot_zipf
12,s00000015,d00000246,4.648,6512,hotspot_zipf
8,s00000087,d00000168,3.875,2073,hotspot_zipf
8,s00000282,d00000168,1.981,1351,hotspot_zipf
10,s00000015,d00000059,2.234,1032,hotspot_zipf
12,s00000194,d00000237,13.526,10456,hotspot_zipf
15,s00000352,d00000112,8.119,10588,hotspot_zipf
2,s00000015,d00000168,3.499,1921,hotspot_zipf
4,s00000129,d00000159,4.096,815,hotspot_zipf
15,s00000015,d00000246,10.501,6448,hotspot_zipf
5,s00000015,d00000168,4.612,3597,hotspot_zipf
7,s00000140,d00000492,4.133,769,hotspot_zipf
2,s00000097,d00000285,0.812,486,hotspot_zipf
10,s00000282,d00000445,0.733,999,hotspot_zipf
7,s00000380,d00000237,0.6,273,hotspot_zipf
12,s00000282,d00000168,0.44,564,hotspot_zipf
6,s00000015,d00000168,3.295,3302,hotspot_zipf
11,s00000140,d00000168,4.488,5071,hotspot_zipf
9,s00000282,d00000143,1.525,220,hotspot_zipf
15,s00000352,d00000168,4.958,7175,hotspot_zipf
2,s00000282,d00000273,4.965,7100,hotspot_zipf
2,s00000147,d00000168,3.109,3936,hotspot_zipf
15,s00000015,d00000112,0.888,969,hotspot_zipf
12,s00000395,d00000247,12.202,11202,hotspot_zipf
11,s00000015,d00000492,11.483,15181,hotspot_zipf
15,s00000020,d00000168,1.986,193,hotspot_zipf
10,s00000408,d00000112,19.088,9907,hotspot_zipf
12,s00000015,d00000247,3.476,4842,hotspot_zipf
1,s00000441,d00000168,1.647,1222,hotspot_zipf
13,s00000015,d00000299,2.31,2642,hotspot_zipf
1,s00000015,d00000237,0.629,585,hotspot_zipf
2,s00000158,d00000359,2.435,1946,hotspot_zipf
1,s00000321,d00000029,0.791,1022,hotspot_zipf
3,s00000020,d00000237,9.232,7007,hotspot_zipf
7,s00000355,d00000237,4.447,6310,hotspot_zipf
15,s00000018,d00000247,0.957,896,hotspot_zipf
15,s00000341,d00000156,5.589,1604,hotspot_zipf
5,s00000015,d00000223,0.712,763,hotspot_zipf
15,s00000015,d00000168,3.84,5379,hotspot_zipf
10,s00000015,d00000247,5.126,4224,hotspot_zipf
7,s00000289,d00000100,3.544,2350,hotspot_zipf
9,s00000138,d00000112,1.212,670,hotspot_zipf
11,s00000282,d00000473,3.018,2248,hotspot_zipf
15,s00000015,d00000247,2.827,486,hotspot_zipf
4,s00000282,d00000168,3.518,4123,hotspot_zipf
5,s00000487,d00000168,12.688,7803,hotspot_zipf
1,s00000015,d00000168,15.291,2125,hotspot_zipf
4,s00000015,d00000168,13.805,2692,hotspot_zipf
8,s00000395,d00000112,1.885,654,hotspot_zipf
7,s00000368,d00000492,1.7,1005,hotspot_zipf
3,s00000395,d00000147,3.398,4221,hotspot_zipf
12,s00000015,d00000247,4.928,6278,hotspot_zipf
13,s00000245,d00000246,0.523,549,hotspot_zipf
4,s00000015,d00000247,1.919,2251,hotspot_zipf
2,s00000039,d00000168,16.692,2053,hotspot_zipf
1,s00000252,d00000156,1.09,837,hotspot_zipf
5,s00000015,d00000237,1.715,1353,hotspot_zipf
3,s00000033,d00000498,1.763,1802,hotspot_zipf
4,s00000015,d00000168,5.166,6933,hotspot_zipf
11,s00000015,d00000156,3.141,2064,hotspot_zipf
3,s00000000,d00000168,2.487,410,hotspot_zipf
1,s00000305,d00000123,0.849,714,hotspot_zipf
0,s00000000,d00000168,5.763,6501,hotspot_zipf
9,s00000473,d00000247,3.334,4315,hotspot_zipf
1,s00000429,d00000168,1.828,444,hotspot_zipf
15,s00000476,d00000168,3.404,4725,hotspot_zipf
10,s00000308,d00000237,6.765,6677,hotspot_zipf
14,s00000000,d00000112,0.881,397,hotspot_zipf
9,s00000015,d00000112,0.823,615,hotspot_zipf
4,s00000015,d00000492,1.325,1494,hotspot_zipf
6,s00000015,d00000358,1.514,640,hotspot_zipf
0,s00000000,d00000361,0.214,126,hotspot_zipf
2,s00000447,d00000203,1.931,382,hotspot_zipf
0,s00000439,d00000168,9.05,6253,hotspot_zipf
8,s00000297,d00000104,2.468,2814,hotspot_zipf
12,s00000015,d00000168,8.301,5139,hotspot_zipf
8,s00000368,d00000112,0.249,201,hotspot_zipf
12,s00000352,d00000168,3.001,864,hotspot_zipf
13,s00000015,d00000168,11.59,10929,hotspot_zipf
1,s00000015,d00000112,13.685,5173,hotspot_zipf
6,s00000015,d00000102,2.118,849,hotspot_zipf
10,s00000020,d00000203,1.58,2021,hotspot_zipf
7,s00000352,d00000112,4.697,803,hotspot_zipf
3,s00000012,d00000023,1.109,954,hotspot_zipf
9,s00000039,d00000161,2.392,1983,hotspot_zipf
5,s00000015,d00000285,0.737,208,hotspot_zipf
5,s00000416,d00000237,3.577,2529,hotspot_zipf
8,s00000015,d00000168,3.336,4768,hotspot_zipf
9,s00000282,d00000160,14.404,15513,hotspot_zipf
15,s00000015,d00000168,4.584,5235,hotspot_zipf
6,s00000282,d00000021,1.832,636,hotspot_zipf
0,s00000352,d00000168,3.055,3428,hotspot_zipf
4,s00000352,d00000168,1.039,1011,hotspot_zipf
11,s00000361,d00000102,3.424,2794,hotspot_zipf
0,s00000015,d00000205,2.737,2502,hotspot_zipf
14,s00000015,d00000168,4.854,4344,hotspot_zipf
1,s00000015,d00000068,7.697,2232,hotspot_zipf
7,s00000015,d00000112,0.547,145,hotspot_zipf
8,s00000015,d00000168,4.461,4563,hotspot_zipf
14,s00000306,d00000385,6.457,2027,hotspot_zipf
1,s00000000,d00000072,1.127,602,hotspot_zipf
6,s00000015,d00000187,18.419,18124,hotspot_zipf
5,s00000316,d00000168,1.734,558,hotspot_zipf
0,s00000297,d00000168,30.6,30263,hotspot_zipf
11,s00000473,d00000438,6.735,7455,hotspot_zipf
6,s00000015,d00000237,7.945,4871,hotspot_zipf
15,s00000000,d00000168,4.236,1063,hotspot_zipf
7,s00000323,d00000168,8.252,9853,hotspot_zipf
14,s00000015,d00000492,1.305,237,hotspot_zipf
9,s00000297,d00000355,1.605,603,hotspot_zipf
0,s00000000,d00000168,0.566,732,hotspot_zipf
0,s00000000,d00000168,5.415,1527,hotspot_zipf
9,s00000262,d00000168,1.75,2506,hotspot_zipf
0,s00000282,d00000112,6.541,962,hotspot_zipf
8,s00000245,d00000492,5.688,2144,hotspot_zipf
2,s00000200,d00000168,0.991,1345,hotspot_zipf
7,s00000262,d00000156,6.251,7077,hotspot_zipf
2,s00000015,d00000108,4.195,3343,hotspot_zipf
1,s00000000,d00000471,3.981,5529,hotspot_zipf
3,s00000015,d00000409,5.03,4341,hotspot_zipf
15,s00000214,d00000237,3.242,642,hotspot_zipf
10,s00000015,d00000168,3.356,3252,hotspot_zipf
5,s00000015,d00000209,8.6,9658,hotspot_zipf
5,s00000084,d00000168,1.353,310,hotspot_zipf
12,s00000020,d00000373,1.122,1269,hotspot_zipf
13,s00000015,d00000183,1.671,2144,hotspot_zipf
6,s00000466,d00000351,8.447,11690,hotspot_zipf
14,s00000473,d00000237,2.483,3521,hotspot_zipf
4,s00000000,d00000237,18.68,23910,hotspot_zipf
14,s00000140,d00000237,0.206,81,hotspot_zipf
6,s00000015,d00000247,1.744,982,hotspot_zipf
13,s00000015,d00000314,2.22,864,hotspot_zipf
8,s00000000,d00000237,4.238,4899,hotspot_zipf
15,s00000015,d00000168,11.092,13798,hotspot_zipf
11,s00000000,d00000168,2.806,1372,hotspot_zipf
8,s00000015,d00000136,1.327,1019,hotspot_zipf
0,s00000282,d00000351,7.068,5831,hotspot_zipf
6,s00000015,d00000168,13.432,4460,hotspot_zipf
3,s00000411,d00000001,0.331,78,hotspot_zipf
6,s00000321,d00000237,5.6,7896,hotspot_zipf
2,s00000015,d00000353,4.337,4801,hotspot_zipf
1,s00000282,d00000421,1.566,1918,hotspot_zipf
3,s00000473,d00000465,2.161,3049,hotspot_zipf
2,s00000015,d00000359,4.31,2500,hotspot_zipf
0,s00000245,d00000112,3.405,398,hotspot_zipf
15,s00000125,d00000168,2.652,2482,hotspot_zipf
0,s00000015,d00000237,1.158,434,hotspot_zipf
11,s00000015,d00000237,4.294,4607,hotspot_zipf
11,s00000015,d00000168,1.822,720,hotspot_zipf
14,s00000282,d00000059,3.588,2010,hotspot_zipf
0,s00000015,d00000378,1.954,2441,hotspot_zipf
14,s00000037,d00000247,3.971,3475,hotspot_zipf
7,s00000466,d00000355,6.51,2851,hotspot_zipf
13,s00000015,d00000168,4.102,2412,hotspot_zipf
13,s00000015,d00000168,6.003,2894,hotspot_zipf
5,s00000466,d00000351,0.949,1172,hotspot_zipf
0,s00000260,d00000237,5.041,3473,hotspot_zipf
0,s00000252,d00000237,4.309,1633,hotspot_zipf
11,s00000015,d00000059,1.885,1255,hotspot_zipf
6,s00000282,d00000102,2.859,1967,hotspot_zipf
2,s00000015,d00000247,0.266,53,hotspot_zipf
15,s00000206,d00000359,3.56,506,hotspot_zipf
15,s00000020,d00000168,2.29,2413,hotspot_zipf
1,s00000015,d00000359,0.429,383,hotspot_zipf
15,s00000401,d00000112,5.23,973,hotspot_zipf
8,s00000282,d00000203,1.862,272,hotspot_zipf
15,s00000473,d00000168,4.253,1199,hotspot_zipf
2,s00000015,d00000168,2.669,1433,hotspot_zipf
7,s00000015,d00000141,5.12,1905,hotspot_zipf
13,s00000015,d00000168,3.578,3994,hotspot_zipf
2,s00000015,d00000168,2.553,3580,hotspot_zipf
13,s00000015,d00000203,5.163,4218,hotspot_zipf
11,s00000015,d00000147,7.011,6878,hotspot_zipf
1,s00000015,d00000237,0.429,231,hotspot_zipf
8,s00000015,d00000147,3.388,2964,hotspot_zipf
10,s00000382,d00000492,1.934,1433,hotspot_zipf
11,s00000084,d00000168,1.219,624,hotspot_zipf
15,s00000352,d00000108,10.719,2412,hotspot_zipf
4,s00000000,d00000168,7.858,11173,hotspot_zipf
5,s00000015,d00000202,1.301,537,hotspot_zipf
6,s00000473,d00000168,1.208,1389,hotspot_zipf
7,s00000000,d00000237,6.909,9237,hotspot_zipf
0,s00000000,d00000108,1.878,1818,hotspot_zipf
6,s00000171,d00000168,2.461,638,hotspot_zipf
5,s00000015,d00000183,0.559,798,hotspot_zipf
6,s00000015,d00000492,2.924,3368,hotspot_zipf
13,s00000265,d00000364,9.192,5534,hotspot_zipf
8,s00000268,d00000203,2.18,2374,hotspot_zipf
1,s00000015,d00000168,2.97,3279,hotspot_zipf
3,s00000203,d00000112,15.907,15032,hotspot_zipf
10,s00000095,d00000237,7.281,1820,hotspot_zipf
8,s00000364,d00000187,11.909,13600,hotspot_zipf
13,s00000000,d00000168,5.826,4475,hotspot_zipf
7,s00000015,d00000246,9.733,2424,hotspot_zipf
12,s00000249,d00000168,0.737,1027,hotspot_zipf
15,s00000000,d00000248,1.576,884,hotspot_zipf
2,s00000361,d00000168,0.743,328,hotspot_zipf
6,s00000473,d00000168,24.416,13160,hotspot_zipf
10,s00000015,d00000409,3.888,1365,hotspot_zipf
14,s00000297,d00000203,2.948,1097,hotspot_zipf
1,s00000015,d00000484,1.672,771,hotspot_zipf
11,s00000473,d00000072,1.323,513,hotspot_zipf
2,s00000015,d00000445,0.264,335,hotspot_zipf
14,s00000000,d00000072,24.872,12113,hotspot_zipf
2,s00000000,d00000247,3.061,2173,hotspot_zipf
15,s00000104,d00000203,3.489,4877,hotspot_zipf
0,s00000000,d00000112,0.929,305,hotspot_zipf
13,s00000473,d00000168,3.122,1855,hotspot_zipf
6,s00000282,d00000168,4.633,3711,hotspot_zipf
7,s00000252,d00000183,3.064,3557,hotspot_zipf
13,s00000282,d00000168,5.752,5724,hotspot_zipf
10,s00000033,d00000055,1.547,1705,hotspot_zipf
1,s00000411,d00000494,4.415,2481,hotspot_zipf
2,s00000282,d00000168,7.373,8044,hotspot_zipf
11,s00000039,d00000246,5.465,4104,hotspot_zipf
15,s00000015,d00000456,4.651,3455,hotspot_zipf
6,s00000015,d00000492,3.002,2381,hotspot_zipf
13,s00000015,d00000112,1.355,1041,hotspot_zipf
0,s00000015,d00000376,5.424,7361,hotspot_zipf
7,s00000015,d00000168,2.317,730,hotspot_zipf
10,s00000466,d00000237,1.408,762,hotspot_zipf
12,s00000015,d00000168,6.565,8463,hotspot_zipf
4,s00000205,d00000112,0.775,535,hotspot_zipf
10,s00000000,d00000203,1.994,1163,hotspot_zipf
3,s00000225,d00000394,6.626,8295,hotspot_zipf
0,s00000282,d00000168,7.732,8126,hotspot_zipf
6,s00000015,d00000483,2.353,2247,hotspot_zipf
4,s00000473,d00000237,3.491,4427,hotspot_zipf
3,s00000015,d00000033,5.374,1091,hotspot_zipf
0,s00000015,d00000459,3.097,2651,hotspot_zipf
12,s00000282,d00000112,1.646,1942,hotspot_zipf
10,s00000015,d00000156,4.872,2767,hotspot_zipf
9,s00000401,d00000187,3.82,3618,hotspot_zipf
13,s00000015,d00000465,3.623,4619,hotspot_zipf
4,s00000015,d00000112,8.989,4054,hotspot_zipf
2,s00000282,d00000168,4.342,864,hotspot_zipf
15,s00000386,d00000059,2.182,2680,hotspot_zipf
1,s00000407,d00000102,3.815,4239,hotspot_zipf
2,s00000015,d00000168,18.925,12567,hotspot_zipf
1,s00000200,d00000203,1.728,804,hotspot_zipf
12,s00000020,d00000168,2.6,3426,hotspot_zipf
8,s00000282,d00000060,1.603,1659,hotspot_zipf
9,s00000015,d00000168,4.531,2470,hotspot_zipf
15,s00000352,d00000168,1.059,389,hotspot_zipf
1,s00000282,d00000459,4.929,4175,hotspot_zipf
15,s00000015,d00000168,6.534,8456,hotspot_zipf
1,s00000015,d00000237,1.642,747,hotspot_zipf
10,s00000015,d00000168,1.536,1106,hotspot_zipf
14,s00000466,d00000247,0.864,676,hotspot_zipf
5,s00000097,d00000237,3.426,761,hotspot_zipf
5,s00000282,d00000492,1.203,609,hotspot_zipf
14,s00000466,d00000237,1.878,2210,hotspot_zipf
15,s00000018,d00000168,2.258,1531,hotspot_zipf
0,s00000473,d00000168,1.773,959,hotspot_zipf
4,s00000015,d00000351,6.986,5882,hotspot_zipf
7,s00000000,d00000168,13.867,2732,hotspot_zipf
6,s00000015,d00000450,0.485,36,hotspot_zipf
9,s00000282,d00000168,1.586,1956,hotspot_zipf
14,s00000015,d00000471,4.129,599,hotspot_zipf
15,s00000352,d00000112,1.279,232,hotspot_zipf
0,s00000200,d00000255,2.035,956,hotspot_zipf
5,s00000282,d00000168,3.983,1394,hotspot_zipf
0,s00000015,d00000164,11.542,14116,hotspot_zipf
15,s00000262,d00000237,9.494,3133,hotspot_zipf
10,s00000282,d00000072,2.536,1542,hotspot_zipf
6,s00000015,d00000143,3.711,2323,hotspot_zipf
5,s00000140,d00000351,2.379,2291,hotspot_zipf
15,s00000359,d00000168,2.819,3986,hotspot_zipf
9,s00000466,d00000168,1.147,186,hotspot_zipf
9,s00000015,d00000112,0.671,110,hotspot_zipf
15,s00000000,d00000112,2.371,311,hotspot_zipf
5,s00000355,d00000168,7.954,11382,hotspot_zipf
4,s00000084,d00000168,6.563,7338,hotspot_zipf
8,s00000473,d00000038,0.616,275,hotspot_zipf
3,s00000297,d00000147,2.776,1568,hotspot_zipf
9,s00000015,d00000168,1.876,1206,hotspot_zipf
2,s00000365,d00000359,4.278,1433,hotspot_zipf
6,s00000214,d00000355,1.229,1425,hotspot_zipf
10,s00000282,d00000459,7.512,5371,hotspot_zipf
2,s00000410,d00000159,2.744,3416,hotspot_zipf
4,s00000260,d00000112,5.547,5348,hotspot_zipf
0,s00000473,d00000351,7.265,1765,hotspot_zipf
8,s00000020,d00000237,0.575,120,hotspot_zipf
8,s00000015,d00000168,2.716,2776,hotspot_zipf
3,s00000282,d00000168,12.888,13403,hotspot_zipf
15,s00000020,d00000445,3.364,2318,hotspot_zipf
5,s00000282,d00000314,8.445,2821,hotspot_zipf
1,s00000200,d00000460,4.827,869,hotspot_zipf
9,s00000297,d00000168,2.111,2869,hotspot_zipf
4,s00000352,d00000125,4.259,6162,hotspot_zipf
15,s00000252,d00000168,8.517,7120,hotspot_zipf
8,s00000441,d00000112,10.546,6686,hotspot_zipf
9,s00000305,d00000112,12.165,5389,hotspot_zipf
3,s00000377,d00000102,1.221,1254,hotspot_zipf
9,s00000000,d00000168,6.969,6014,hotspot_zipf
7,s00000000,d00000112,0.958,1053,hotspot_zipf
3,s00000282,d00000168,2.942,3036,hotspot_zipf
13,s00000015,d00000237,2.741,1094,hotspot_zipf
6,s00000397,d00000237,5.815,1791,hotspot_zipf
6,s00000015,d00000047,4.391,2011,hotspot_zipf
2,s00000297,d00000351,10.167,4046,hotspot_zipf
13,s00000015,d00000314,1.907,1155,hotspot_zipf
12,s00000282,d00000471,7.057,1242,hotspot_zipf
14,s00000429,d00000156,4.699,6053,hotspot_zipf
12,s00000391,d00000247,3.316,2968,hotspot_zipf
14,s00000015,d00000183,1.125,1377,hotspot_zipf
15,s00000140,d00000237,5.524,3143,hotspot_zipf
6,s00000200,d00000396,4.394,4262,hotspot_zipf
8,s00000015,d00000102,6.719,5778,hotspot_zipf
11,s00000140,d00000351,3.196,1732,hotspot_zipf
8,s00000473,d00000351,2.629,2148,hotspot_zipf
5,s00000402,d00000237,4.696,2338,hotspot_zipf
4,s00000015,d00000168,5.014,3344,hotspot_zipf
12,s00000282,d00000168,6.137,3425,hotspot_zipf
1,s00000473,d00000112,18.156,11021,hotspot_zipf
10,s00000015,d00000247,1.899,1140,hotspot_zipf
11,s00000365,d00000176,20.059,7442,hotspot_zipf
10,s00000321,d00000203,0.231,163,hotspot_zipf
11,s00000412,d00000237,7.838,3770,hotspot_zipf
4,s00000015,d00000102,1.586,991,hotspot_zipf
9,s00000466,d00000059,20.062,28488,hotspot_zipf
5,s00000473,d00000112,1.49,797,hotspot_zipf
4,s00000015,d00000100,8.587,8991,hotspot_zipf
14,s00000282,d00000285,1.361,1507,hotspot_zipf
1,s00000015,d00000112,1.197,629,hotspot_zipf
12,s00000262,d00000168,6.81,8724,hotspot_zipf
5,s00000282,d00000237,7.225,571,hotspot_zipf
5,s00000297,d00000168,1.766,2251,hotspot_zipf
6,s00000377,d00000409,28.688,11676,hotspot_zipf
11,s00000015,d00000409,2.483,685,hotspot_zipf
5,s00000015,d00000168,13.476,5269,hotspot_zipf
1,s00000349,d00000224,1.333,1157,hotspot_zipf
13,s00000000,d00000265,1.394,1262,hotspot_zipf
4,s00000015,d00000492,3.59,1091,hotspot_zipf
14,s00000015,d00000237,1.334,1326,hotspot_zipf
6,s00000297,d00000168,4.986,6387,hotspot_zipf
14,s00000066,d00000059,0.481,321,hotspot_zipf
8,s00000352,d00000237,3.884,2990,hotspot_zipf
7,s00000282,d00000237,1.999,2677,hotspot_zipf
10,s00000355,d00000237,1.398,116,hotspot_zipf
8,s00000308,d00000168,4.003,1629,hotspot_zipf
1,s00000404,d00000353,2.713,3228,hotspot_zipf
1,s00000015,d00000237,2.212,2117,hotspot_zipf
6,s00000015,d00000168,6.852,6818,hotspot_zipf
15,s00000282,d00000168,4.317,2081,hotspot_zipf
3,s00000260,d00000059,4.658,1053,hotspot_zipf
3,s00000298,d00000237,10.92,3582,hotspot_zipf
15,s00000323,d00000168,3.103,3894,hotspot_zipf
10,s00000015,d00000351,7.027,7526,hotspot_zipf
0,s00000015,d00000168,2.277,337,hotspot_zipf
7,s00000296,d00000168,5.713,2148,hotspot_zipf
5,s00000282,d00000254,5.315,6931,hotspot_zipf
7,s00000015,d00000168,2.028,1290,hotspot_zipf
4,s00000000,d00000492,0.851,1231,hotspot_zipf
2,s00000000,d00000193,1.051,447,hotspot_zipf
2,s00000015,d00000463,1.423,964,hotspot_zipf
5,s00000015,d00000112,5.451,4786,hotspot_zipf
4,s00000015,d00000059,2.936,2628,hotspot_zipf
11,s00000000,d00000025,2.536,2392,hotspot_zipf
3,s00000015,d00000359,5.08,3078,hotspot_zipf
13,s00000015,d00000168,6.371,5944,hotspot_zipf
9,s00000015,d00000247,11.561,8417,hotspot_zipf
4,s00000015,d00000168,1.942,1766,hotspot_zipf
8,s00000052,d00000492,5.422,6572,hotspot_zipf
10,s00000365,d00000307,6.245,681,hotspot_zipf
10,s00000395,d00000168,1.412,1637,hotspot_zipf
1,s00000020,d00000112,3.703,3640,hotspot_zipf
15,s00000015,d00000168,1.458,927,hotspot_zipf
7,s00000015,d00000168,2.708,2088,hotspot_zipf
6,s00000282,d00000168,4.83,5893,hotspot_zipf
5,s00000020,d00000237,0.722,495,hotspot_zipf
13,s00000252,d00000349,1.516,772,hotspot_zipf
15,s00000282,d00000328,1.608,2185,hotspot_zipf
11,s00000282,d00000142,3.6,4150,hotspot_zipf
13,s00000385,d00000112,1.713,620,hotspot_zipf
12,s00000015,d00000237,4.628,2319,hotspot_zipf
2,s00000015,d00000247,1.537,1377,hotspot_zipf
10,s00000000,d00000254,2.087,2542,hotspot_zipf
9,s00000187,d00000399,5.695,7244,hotspot_zipf
0,s00000282,d00000168,4.404,1898,hotspot_zipf
13,s00000015,d00000082,3.794,3726,hotspot_zipf
14,s00000000,d00000168,3.202,2491,hotspot_zipf
6,s00000119,d00000168,8.131,5057,hotspot_zipf
9,s00000015,d00000108,11.339,3560,hotspot_zipf
4,s00000015,d00000237,2.377,2403,hotspot_zipf
15,s00000015,d00000168,1.731,277,hotspot_zipf
0,s00000473,d00000237,1.306,571,hotspot_zipf
14,s00000015,d00000359,15.642,9932,hotspot_zipf
4,s00000282,d00000203,1.487,290,hotspot_zipf
0,s00000015,d00000368,1.014,176,hotspot_zipf
3,s00000020,d00000314,4.209,871,hotspot_zipf
4,s00000015,d00000168,8.488,2198,hotspot_zipf
6,s00000015,d00000237,1.097,530,hotspot_zipf
7,s00000297,d00000168,2.965,1740,hotspot_zipf
0,s00000039,d00000168,0.917,943,hotspot_zipf
13,s00000015,d00000247,1.778,1995,hotspot_zipf
9,s00000474,d00000237,14.215,12524,hotspot_zipf
2,s00000401,d00000168,3.85,2202,hotspot_zipf
2,s00000015,d00000237,2.625,609,hotspot_zipf
9,s00000041,d00000168,3.532,417,hotspot_zipf
12,s00000252,d00000110,4.267,6106,hotspot_zipf
3,s00000015,d00000247,3.022,1973,hotspot_zipf
5,s00000039,d00000168,1.145,906,hotspot_zipf
6,s00000015,d00000454,1.152,747,hotspot_zipf
13,s00000327,d00000385,20.001,6280,hotspot_zipf
4,s00000015,d00000112,1.673,684,hotspot_zipf
8,s00000487,d00000168,9.674,10496,hotspot_zipf
1,s00000015,d00000237,1.744,928,hotspot_zipf
4,s00000015,d00000143,10.611,3862,hotspot_zipf
14,s00000011,d00000314,6.18,4462,hotspot_zipf
6,s00000440,d00000237,2.745,1628,hotspot_zipf
10,s00000352,d00000477,20.012,15550,hotspot_zipf
2,s00000000,d00000168,1.437,226,hotspot_zipf
14,s00000196,d00000237,2.688,2436,hotspot_zipf
12,s00000015,d00000237,1.539,1501,hotspot_zipf
2,s00000265,d00000237,1.655,2270,hotspot_zipf
6,s00000015,d00000477,2.396,1994,hotspot_zipf
10,s00000473,d00000168,1.409,1938,hotspot_zipf
13,s00000015,d00000168,2.478,3001,hotspot_zipf
8,s00000352,d00000294,13.619,13783,hotspot_zipf
2,s00000015,d00000112,0.7,563,hotspot_zipf
14,s00000282,d00000176,1.079,619,hotspot_zipf
5,s00000039,d00000449,1.414,658,hotspot_zipf
3,s00000190,d00000351,2.185,186,hotspot_zipf
5,s00000188,d00000237,8.187,9374,hotspot_zipf
3,s00000282,d00000028,6.316,4244,hotspot_zipf
3,s00000000,d00000492,5.085,5868,hotspot_zipf
6,s00000000,d00000168,3.978,1770,hotspot_zipf
6,s00000473,d00000168,28.233,9261,hotspot_zipf
15,s00000015,d00000080,1.21,1118,hotspot_zipf
2,s00000015,d00000112,1.184,1138,hotspot_zipf
3,s00000015,d00000059,3.243,1154,hotspot_zipf
2,s00000282,d00000183,3.985,2204,hotspot_zipf
8,s00000473,d00000168,2.682,2416,hotspot_zipf
15,s00000020,d00000168,1.563,1124,hotspot_zipf
4,s00000015,d00000314,1.029,441,hotspot_zipf
4,s00000015,d00000100,2.59,1165,hotspot_zipf
0,s00000000,d00000168,1.761,521,hotspot_zipf
9,s00000015,d00000286,2.156,1445,hotspot_zipf
13,s00000000,d00000328,1.261,177,hotspot_zipf
3,s00000015,d00000237,10.988,9461,hotspot_zipf
6,s00000473,d00000168,4.964,3619,hotspot_zipf
8,s00000015,d00000112,17.379,23358,hotspot_zipf
5,s00000217,d00000168,2.091,494,hotspot_zipf
13,s00000015,d00000246,3.496,1311,hotspot_zipf
14,s00000000,d00000254,2.655,879,hotspot_zipf
11,s00000352,d00000237,3.379,3213,hotspot_zipf
10,s00000015,d00000385,2.638,1163,hotspot_zipf
0,s00000015,d00000188,2.862,2516,hotspot_zipf
15,s00000351,d00000351,0.569,160,hotspot_zipf
14,s00000015,d00000402,2.6,2335,hotspot_zipf
2,s00000015,d00000112,6.156,499,hotspot_zipf
6,s00000473,d00000112,0.581,806,hotspot_zipf
12,s00000015,d00000492,2.429,568,hotspot_zipf
1,s00000352,d00000168,5.533,5832,hotspot_zipf
2,s00000015,d00000168,10.286,11047,hotspot_zipf
10,s00000252,d00000168,3.075,2939,hotspot_zipf
12,s00000015,d00000351,4.987,3226,hotspot_zipf
4,s00000015,d00000023,15.905,10322,hotspot_zipf
7,s00000466,d00000168,10.576,10545,hotspot_zipf
14,s00000439,d00000168,2.216,1010,hotspot_zipf
