time_bin,src,dst,packets,bytes,regime,target_nnz
1,s00000179,d00000065,19.89,21004,controlled,800
10,s00000027,d00000105,4.143,787,controlled,800
13,s00000218,d00000210,5.867,8038,controlled,800
4,s00000110,d00000225,4.611,5114,controlled,800
10,s00000077,d00000053,8.433,2243,controlled,800
8,s00000028,d00000201,12.041,15472,controlled,800
1,s00000229,d00000049,7.45,1415,controlled,800
12,s00000163,d00000146,1.871,1941,controlled,800
5,s00000040,d00000035,7.732,5606,controlled,800
13,s00000190,d00000048,8.913,8458,controlled,800
0,s00000048,d00000235,8.52,3638,controlled,800
10,s00000135,d00000039,1.387,1162,controlled,800
14,s00000020,d00000200,3.392,1516,controlled,800
14,s00000151,d00000130,7.121,2407,controlled,800
10,s00000043,d00000073,15.828,5112,controlled,800
10,s00000020,d00000012,4.958,2642,controlled,800
12,s00000153,d00000117,2.135,1010,controlled,800
10,s00000032,d00000021,7.542,9986,controlled,800
10,s00000168,d00000095,3.463,3764,controlled,800
3,s00000076,d00000100,3.789,1197,controlled,800
3,s00000189,d00000199,2.931,1832,controlled,800
14,s00000229,d00000032,9.427,5571,controlled,800
11,s00000251,d00000107,7.74,5844,controlled,800
0,s00000213,d00000084,5.039,2207,controlled,800
8,s00000053,d00000061,1.515,421,controlled,800
9,s00000088,d00000094,2.355,1776,controlled,800
15,s00000038,d00000052,3.303,3108,controlled,800
2,s00000162,d00000164,0.947,187,controlled,800
1,s00000110,d00000226,8.314,8513,controlled,800
0,s00000146,d00000015,8.776,7653,controlled,800
4,s00000147,d00000097,3.172,1729,controlled,800
11,s00000210,d00000038,5.273,2162,controlled,800
9,s00000048,d00000180,3.841,3162,controlled,800
13,s00000070,d00000110,5.866,3396,controlled,800
8,s00000194,d00000066,6.911,2861,controlled,800
7,s00000184,d00000184,5.686,2530,controlled,800
7,s00000107,d00000040,7.469,1330,controlled,800
10,s00000139,d00000040,2.984,910,controlled,800
12,s00000054,d00000124,2.62,762,controlled,800
6,s00000063,d00000057,7.488,7533,controlled,800
2,s00000130,d00000057,9.298,660,controlled,800
6,s00000231,d00000003,9.983,11930,controlled,800
14,s00000113,d00000041,1.41,1851,controlled,800
10,s00000080,d00000241,12.658,17836,controlled,800
4,s00000202,d00000157,2.383,3313,controlled,800
3,s00000039,d00000000,3.345,368,controlled,800
4,s00000096,d00000031,8.288,2379,controlled,800
10,s00000118,d00000157,12.232,807,controlled,800
0,s00000086,d00000089,3.23,3873,controlled,800
15,s00000138,d00000120,4.309,1883,controlled,800
6,s00000188,d00000098,3.35,2894,controlled,800
7,s00000094,d00000186,5.826,7341,controlled,800
5,s00000121,d00000005,5.306,5969,controlled,800
0,s00000042,d00000115,6.811,8187,controlled,800
4,s00000171,d00000223,2.87,2577,controlled,800
12,s00000200,d00000060,1.705,353,controlled,800
12,s00000202,d00000069,6.059,4684,controlled,800
0,s00000135,d00000025,14.095,17971,controlled,800
7,s00000146,d00000063,3.487,1998,controlled,800
1,s00000240,d00000186,12.91,11116,controlled,800
4,s00000113,d00000138,5.949,3516,controlled,800
1,s00000126,d00000105,9.858,1518,controlled,800
5,s00000147,d00000097,5.482,7028,controlled,800
0,s00000062,d00000166,24.844,10732,controlled,800
1,s00000086,d00000089,4.024,1887,controlled,800
15,s00000174,d00000143,1.296,1245,controlled,800
5,s00000144,d00000114,5.101,1444,controlled,800
12,s00000060,d00000073,7.218,8034,controlled,800
2,s00000078,d00000192,7.12,10238,controlled,800
4,s00000208,d00000106,8.147,10290,controlled,800
3,s00000087,d00000083,13.217,6066,controlled,800
2,s00000017,d00000070,8.715,1386,controlled,800
2,s00000236,d00000109,4.98,1026,controlled,800
14,s00000230,d00000029,6.768,8961,controlled,800
5,s00000194,d00000046,3.119,1369,controlled,800
8,s00000221,d00000135,3.419,2961,controlled,800
0,s00000210,d00000183,4.459,5262,controlled,800
0,s00000013,d00000010,16.522,18125,controlled,800
6,s00000066,d00000032,3.345,3856,controlled,800
0,s00000196,d00000043,7.765,10964,controlled,800
13,s00000045,d00000140,9.731,12611,controlled,800
1,s00000249,d00000019,9.302,2502,controlled,800
11,s00000091,d00000127,2.166,2837,controlled,800
10,s00000050,d00000101,6.673,5532,controlled,800
10,s00000118,d00000107,8.144,11776,controlled,800
3,s00000059,d00000001,2.866,3769,controlled,800
13,s00000226,d00000183,0.767,398,controlled,800
12,s00000032,d00000021,1.189,774,controlled,800
12,s00000053,d00000061,4.136,1564,controlled,800
4,s00000098,d00000239,2.432,1583,controlled,800
12,s00000071,d00000132,3.202,4403,controlled,800
5,s00000032,d00000219,5.376,1451,controlled,800
15,s00000046,d00000192,11.263,15025,controlled,800
1,s00000254,d00000093,4.243,4103,controlled,800
9,s00000083,d00000082,3.071,2410,controlled,800
5,s00000251,d00000215,6.525,6447,controlled,800
9,s00000070,d00000110,11.185,5570,controlled,800
3,s00000103,d00000109,3.603,5196,controlled,800
14,s00000126,d00000105,5.534,1876,controlled,800
3,s00000228,d00000193,9.129,9850,controlled,800
1,s00000218,d00000210,1.583,2250,controlled,800
15,s00000034,d00000018,2.798,3953,controlled,800
15,s00000038,d00000085,3.985,3782,controlled,800
8,s00000179,d00000067,5.496,7486,controlled,800
15,s00000121,d00000162,15.05,13695,controlled,800
1,s00000053,d00000061,9.402,12505,controlled,800
8,s00000074,d00000041,14.33,4600,controlled,800
9,s00000045,d00000198,11.041,5101,controlled,800
12,s00000048,d00000235,3.734,1188,controlled,800
6,s00000139,d00000236,1.422,1457,controlled,800
11,s00000188,d00000130,8.426,5435,controlled,800
4,s00000010,d00000025,0.816,643,controlled,800
7,s00000092,d00000028,3.89,5084,controlled,800
15,s00000078,d00000192,6.265,1948,controlled,800
1,s00000024,d00000130,13.767,16396,controlled,800
6,s00000103,d00000109,1.162,683,controlled,800
9,s00000173,d00000005,6.719,2889,controlled,800
0,s00000202,d00000176,13.951,7897,controlled,800
4,s00000167,d00000215,3.819,588,controlled,800
15,s00000156,d00000088,1.072,1094,controlled,800
7,s00000119,d00000233,5.325,4846,controlled,800
13,s00000031,d00000122,8.223,5805,controlled,800
1,s00000092,d00000201,5.855,6364,controlled,800
3,s00000099,d00000094,4.798,5930,controlled,800
7,s00000244,d00000079,9.944,13415,controlled,800
8,s00000239,d00000172,8.302,6998,controlled,800
14,s00000042,d00000239,3.333,3163,controlled,800
14,s00000107,d00000040,4.329,2961,controlled,800
13,s00000213,d00000221,1.215,504,controlled,800
5,s00000146,d00000114,12.95,3678,controlled,800
11,s00000191,d00000023,2.492,1998,controlled,800
3,s00000168,d00000138,13.879,16350,controlled,800
0,s00000254,d00000093,7.272,7585,controlled,800
7,s00000167,d00000215,5.51,5565,controlled,800
9,s00000175,d00000047,3.092,1039,controlled,800
12,s00000084,d00000136,9.375,1584,controlled,800
2,s00000163,d00000168,5.663,7492,controlled,800
1,s00000181,d00000032,2.109,489,controlled,800
13,s00000092,d00000048,4.641,1230,controlled,800
6,s00000116,d00000020,3.604,2731,controlled,800
13,s00000176,d00000128,2.311,180,controlled,800
2,s00000008,d00000081,3.936,3456,controlled,800
13,s00000218,d00000010,2.437,1138,controlled,800
12,s00000068,d00000242,2.333,2051,controlled,800
6,s00000063,d00000013,1.528,1733,controlled,800
13,s00000190,d00000074,3.963,1395,controlled,800
2,s00000107,d00000040,3.794,3229,controlled,800
8,s00000042,d00000239,2.092,458,controlled,800
14,s00000075,d00000197,7.796,3540,controlled,800
4,s00000219,d00000219,10.436,13577,controlled,800
1,s00000064,d00000074,7.375,3857,controlled,800
1,s00000111,d00000075,0.904,953,controlled,800
11,s00000084,d00000017,4.356,3341,controlled,800
13,s00000238,d00000189,5.839,2166,controlled,800
3,s00000106,d00000081,6.806,8078,controlled,800
13,s00000046,d00000062,11.931,6264,controlled,800
1,s00000011,d00000221,6.784,9586,controlled,800
3,s00000051,d00000088,5.385,582,controlled,800
10,s00000110,d00000157,8.517,8696,controlled,800
12,s00000047,d00000177,6.577,4170,controlled,800
10,s00000028,d00000145,8.023,2078,controlled,800
1,s00000244,d00000096,11.608,6477,controlled,800
14,s00000191,d00000221,3.318,4217,controlled,800
14,s00000060,d00000186,2.057,909,controlled,800
12,s00000147,d00000122,4.075,4865,controlled,800
2,s00000065,d00000221,17.395,21865,controlled,800
13,s00000033,d00000092,6.297,6587,controlled,800
1,s00000163,d00000168,5.857,1775,controlled,800
10,s00000070,d00000239,5.461,6536,controlled,800
14,s00000153,d00000074,4.633,5782,controlled,800
4,s00000155,d00000105,4.341,378,controlled,800
10,s00000034,d00000018,3.062,2750,controlled,800
13,s00000243,d00000127,9.046,9109,controlled,800
0,s00000024,d00000154,5.175,5455,controlled,800
9,s00000041,d00000214,13.229,9789,controlled,800
15,s00000171,d00000247,3.211,2668,controlled,800
1,s00000138,d00000160,2.706,3899,controlled,800
13,s00000079,d00000004,6.765,2875,controlled,800
5,s00000095,d00000186,3.986,5496,controlled,800
15,s00000110,d00000157,4.479,425,controlled,800
0,s00000016,d00000253,6.283,4505,controlled,800
10,s00000160,d00000238,7.575,7121,controlled,800
5,s00000244,d00000079,1.184,1450,controlled,800
1,s00000130,d00000032,2.499,2817,controlled,800
15,s00000230,d00000029,3.809,4091,controlled,800
10,s00000029,d00000007,6.822,3732,controlled,800
4,s00000016,d00000253,6.83,7472,controlled,800
9,s00000136,d00000252,2.447,2513,controlled,800
12,s00000170,d00000062,5.605,3099,controlled,800
3,s00000146,d00000015,6.206,4115,controlled,800
8,s00000045,d00000042,2.396,2581,controlled,800
8,s00000145,d00000146,9.952,2856,controlled,800
2,s00000095,d00000160,1.033,113,controlled,800
13,s00000150,d00000216,3.662,2648,controlled,800
7,s00000226,d00000044,4.534,494,controlled,800
11,s00000096,d00000162,7.559,10644,controlled,800
9,s00000015,d00000001,7.182,2744,controlled,800
1,s00000241,d00000181,15.381,3799,controlled,800
15,s00000008,d00000081,2.228,867,controlled,800
7,s00000223,d00000061,4.847,5331,controlled,800
8,s00000086,d00000127,1.971,162,controlled,800
13,s00000191,d00000251,7.261,1917,controlled,800
11,s00000039,d00000063,6.224,8010,controlled,800
15,s00000167,d00000111,6.193,1121,controlled,800
12,s00000167,d00000148,5.554,6426,controlled,800
13,s00000048,d00000235,12.96,15669,controlled,800
15,s00000063,d00000007,18.089,20604,controlled,800
15,s00000076,d00000100,2.181,3117,controlled,800
5,s00000230,d00000250,2.729,3248,controlled,800
11,s00000084,d00000136,5.197,6418,controlled,800
14,s00000147,d00000239,6.545,8855,controlled,800
11,s00000244,d00000086,5.685,6891,controlled,800
4,s00000103,d00000109,6.13,1674,controlled,800
3,s00000223,d00000015,6.071,1803,controlled,800
3,s00000151,d00000160,12.642,9444,controlled,800
7,s00000062,d00000016,4.365,2257,controlled,800
7,s00000125,d00000072,17.099,9917,controlled,800
1,s00000173,d00000118,12.395,7710,controlled,800
13,s00000080,d00000048,5.649,3333,controlled,800
12,s00000090,d00000182,8.878,7511,controlled,800
9,s00000034,d00000238,6.589,6477,controlled,800
11,s00000230,d00000250,2.384,2301,controlled,800
9,s00000150,d00000199,2.074,1170,controlled,800
8,s00000057,d00000122,4.253,5775,controlled,800
1,s00000045,d00000042,7.361,9982,controlled,800
14,s00000000,d00000208,4.145,3498,controlled,800
1,s00000204,d00000156,14.654,3678,controlled,800
7,s00000240,d00000128,11.178,14957,controlled,800
15,s00000171,d00000070,2.043,631,controlled,800
8,s00000043,d00000073,1.98,2162,controlled,800
12,s00000077,d00000008,6.749,8672,controlled,800
12,s00000008,d00000081,7.347,4136,controlled,800
7,s00000107,d00000040,4.148,1734,controlled,800
8,s00000043,d00000073,2.481,2903,controlled,800
10,s00000009,d00000234,5.126,2855,controlled,800
12,s00000044,d00000002,4.291,3999,controlled,800
15,s00000145,d00000195,2.213,1534,controlled,800
7,s00000125,d00000249,1.536,309,controlled,800
11,s00000122,d00000089,2.565,2745,controlled,800
15,s00000037,d00000104,29.35,2465,controlled,800
1,s00000033,d00000063,1.057,1398,controlled,800
0,s00000146,d00000015,1.613,1349,controlled,800
12,s00000115,d00000243,3.788,3731,controlled,800
7,s00000182,d00000133,5.248,2073,controlled,800
11,s00000034,d00000018,4.539,1734,controlled,800
2,s00000246,d00000162,8.877,6356,controlled,800
8,s00000238,d00000242,4.197,5217,controlled,800
13,s00000007,d00000180,7.903,3438,controlled,800
8,s00000158,d00000019,16.208,8185,controlled,800
2,s00000022,d00000245,13.184,10191,controlled,800
5,s00000235,d00000032,0.931,167,controlled,800
9,s00000210,d00000202,6.358,1157,controlled,800
0,s00000202,d00000064,2.329,261,controlled,800
10,s00000215,d00000087,3.228,2111,controlled,800
12,s00000159,d00000172,3.895,4751,controlled,800
7,s00000224,d00000183,5.66,543,controlled,800
14,s00000138,d00000120,1.158,917,controlled,800
13,s00000184,d00000066,6.065,2923,controlled,800
8,s00000228,d00000076,2.336,930,controlled,800
1,s00000252,d00000187,2.227,1374,controlled,800
8,s00000191,d00000251,7.91,1226,controlled,800
3,s00000230,d00000211,11.443,3719,controlled,800
15,s00000020,d00000200,2.235,3151,controlled,800
2,s00000037,d00000141,1.361,279,controlled,800
5,s00000190,d00000048,10.62,12352,controlled,800
14,s00000180,d00000076,2.077,2200,controlled,800
0,s00000131,d00000121,13.7,15193,controlled,800
12,s00000132,d00000091,5.785,810,controlled,800
3,s00000217,d00000143,4.192,2654,controlled,800
4,s00000108,d00000161,3.74,2270,controlled,800
4,s00000100,d00000208,1.07,367,controlled,800
9,s00000077,d00000008,5.6,2347,controlled,800
9,s00000067,d00000101,6.773,3847,controlled,800
8,s00000112,d00000222,0.178,137,controlled,800
4,s00000054,d00000023,5.246,5125,controlled,800
1,s00000001,d00000080,3.445,2336,controlled,800
13,s00000100,d00000188,4.288,3996,controlled,800
6,s00000067,d00000002,4.694,4877,controlled,800
0,s00000099,d00000094,6.813,1458,controlled,800
7,s00000238,d00000242,4.238,3615,controlled,800
15,s00000191,d00000023,7.253,9103,controlled,800
7,s00000173,d00000005,2.081,872,controlled,800
5,s00000231,d00000024,5.364,4731,controlled,800
10,s00000098,d00000075,1.574,716,controlled,800
7,s00000241,d00000102,2.266,1924,controlled,800
2,s00000230,d00000211,3.089,1328,controlled,800
6,s00000020,d00000200,9.311,8892,controlled,800
12,s00000253,d00000149,1.814,198,controlled,800
1,s00000028,d00000176,1.86,1536,controlled,800
5,s00000111,d00000087,4.319,1343,controlled,800
7,s00000086,d00000050,4.553,6329,controlled,800
13,s00000162,d00000214,2.361,940,controlled,800
2,s00000098,d00000047,4.459,1659,controlled,800
3,s00000077,d00000206,7.491,2637,controlled,800
1,s00000188,d00000052,11.045,11321,controlled,800
5,s00000077,d00000164,3.476,4724,controlled,800
2,s00000138,d00000226,14.015,12880,controlled,800
11,s00000060,d00000077,0.376,340,controlled,800
4,s00000163,d00000146,6.788,9659,controlled,800
9,s00000054,d00000123,7.756,11137,controlled,800
13,s00000118,d00000173,9.41,9420,controlled,800
15,s00000127,d00000165,3.409,1023,controlled,800
11,s00000020,d00000200,9.99,3766,controlled,800
9,s00000226,d00000044,2.89,1075,controlled,800
7,s00000194,d00000141,12.579,7346,controlled,800
5,s00000228,d00000193,8.743,12031,controlled,800
4,s00000191,d00000023,4.781,6268,controlled,800
14,s00000123,d00000050,3.92,662,controlled,800
9,s00000168,d00000204,4.814,891,controlled,800
12,s00000127,d00000165,7.258,8231,controlled,800
8,s00000251,d00000107,14.777,16683,controlled,800
7,s00000080,d00000019,14.262,8657,controlled,800
3,s00000075,d00000155,2.347,1819,controlled,800
0,s00000230,d00000029,8.758,5369,controlled,800
4,s00000115,d00000243,1.658,191,controlled,800
5,s00000160,d00000238,4.012,4401,controlled,800
4,s00000196,d00000144,5.179,6261,controlled,800
14,s00000048,d00000170,3.273,3459,controlled,800
13,s00000086,d00000073,5.434,1766,controlled,800
10,s00000159,d00000250,1.302,1644,controlled,800
12,s00000095,d00000128,7.324,3779,controlled,800
3,s00000167,d00000148,6.229,5033,controlled,800
8,s00000041,d00000050,1.514,1178,controlled,800
10,s00000058,d00000237,3.904,5591,controlled,800
13,s00000127,d00000063,4.354,2216,controlled,800
11,s00000065,d00000125,0.896,927,controlled,800
10,s00000003,d00000159,1.425,1760,controlled,800
1,s00000188,d00000076,12.437,4204,controlled,800
14,s00000146,d00000063,5.619,7895,controlled,800
15,s00000183,d00000239,2.962,3913,controlled,800
3,s00000210,d00000183,0.803,1078,controlled,800
4,s00000142,d00000138,8.759,8391,controlled,800
7,s00000079,d00000182,2.88,2140,controlled,800
5,s00000092,d00000028,9.036,5594,controlled,800
14,s00000015,d00000186,10.769,12384,controlled,800
12,s00000033,d00000081,4.959,665,controlled,800
2,s00000064,d00000175,7.394,3742,controlled,800
10,s00000036,d00000223,14.936,19970,controlled,800
6,s00000108,d00000093,13.614,9775,controlled,800
15,s00000065,d00000125,7.205,7573,controlled,800
13,s00000170,d00000062,5.268,4072,controlled,800
5,s00000142,d00000175,2.795,3728,controlled,800
5,s00000045,d00000198,4.004,2655,controlled,800
11,s00000060,d00000077,2.711,3060,controlled,800
1,s00000248,d00000029,0.596,198,controlled,800
6,s00000014,d00000185,9.825,13068,controlled,800
6,s00000199,d00000208,3.551,4666,controlled,800
10,s00000125,d00000196,3.509,2506,controlled,800
6,s00000147,d00000153,5.873,5679,controlled,800
11,s00000074,d00000041,6.195,2311,controlled,800
2,s00000097,d00000102,6.002,3313,controlled,800
6,s00000159,d00000066,10.041,12030,controlled,800
5,s00000027,d00000134,9.22,4508,controlled,800
15,s00000086,d00000073,8.596,3120,controlled,800
10,s00000013,d00000010,16.357,3648,controlled,800
12,s00000115,d00000239,7.153,9012,controlled,800
14,s00000121,d00000204,27.336,19600,controlled,800
0,s00000251,d00000222,3.594,2171,controlled,800
6,s00000249,d00000086,6.017,3171,controlled,800
9,s00000137,d00000131,5.879,1199,controlled,800
1,s00000084,d00000136,2.202,2880,controlled,800
13,s00000041,d00000050,5.977,4722,controlled,800
3,s00000130,d00000235,7.215,1623,controlled,800
4,s00000107,d00000040,15.063,6778,controlled,800
3,s00000119,d00000233,1.446,506,controlled,800
15,s00000035,d00000211,6.131,1944,controlled,800
4,s00000007,d00000178,2.651,2560,controlled,800
13,s00000214,d00000051,5.969,1164,controlled,800
13,s00000131,d00000250,4.857,2191,controlled,800
4,s00000121,d00000005,3.213,1436,controlled,800
13,s00000188,d00000151,2.157,1156,controlled,800
7,s00000005,d00000036,3.607,2070,controlled,800
7,s00000111,d00000012,3.386,4632,controlled,800
13,s00000193,d00000167,5.66,458,controlled,800
15,s00000142,d00000138,3.607,1374,controlled,800
8,s00000161,d00000164,10.826,4352,controlled,800
12,s00000184,d00000184,5.068,1439,controlled,800
11,s00000110,d00000225,1.824,833,controlled,800
13,s00000222,d00000052,2.33,1218,controlled,800
2,s00000088,d00000094,9.647,9734,controlled,800
15,s00000144,d00000114,9.781,5859,controlled,800
4,s00000032,d00000034,2.915,1423,controlled,800
15,s00000108,d00000161,11.935,8963,controlled,800
6,s00000015,d00000186,1.57,1388,controlled,800
2,s00000138,d00000160,1.549,1647,controlled,800
8,s00000162,d00000214,4.789,3496,controlled,800
10,s00000195,d00000060,1.892,497,controlled,800
0,s00000214,d00000131,0.737,448,controlled,800
14,s00000230,d00000250,6.049,1960,controlled,800
1,s00000140,d00000007,7.745,2347,controlled,800
9,s00000151,d00000142,7.29,9689,controlled,800
2,s00000111,d00000075,7.395,2788,controlled,800
11,s00000150,d00000131,8.79,8852,controlled,800
9,s00000125,d00000249,6.255,2615,controlled,800
10,s00000218,d00000210,0.837,172,controlled,800
1,s00000151,d00000160,1.008,499,controlled,800
3,s00000146,d00000063,6.419,5630,controlled,800
14,s00000110,d00000225,3.788,1439,controlled,800
12,s00000062,d00000087,4.685,5725,controlled,800
4,s00000084,d00000136,4.715,3805,controlled,800
8,s00000193,d00000195,3.235,1287,controlled,800
15,s00000211,d00000039,14.16,15421,controlled,800
0,s00000047,d00000177,2.293,1697,controlled,800
3,s00000111,d00000075,28.961,33161,controlled,800
10,s00000181,d00000035,4.816,5596,controlled,800
9,s00000087,d00000207,4.499,2227,controlled,800
13,s00000094,d00000186,2.104,938,controlled,800
9,s00000157,d00000074,0.889,1037,controlled,800
8,s00000150,d00000131,8.75,9179,controlled,800
3,s00000034,d00000221,11.118,14731,controlled,800
5,s00000126,d00000215,2.615,1653,controlled,800
4,s00000149,d00000195,1.549,1373,controlled,800
0,s00000121,d00000005,4.293,3765,controlled,800
9,s00000224,d00000183,4.593,6136,controlled,800
5,s00000214,d00000085,7.056,6541,controlled,800
3,s00000100,d00000208,10.045,13068,controlled,800
3,s00000086,d00000193,3.606,581,controlled,800
3,s00000000,d00000242,1.427,1997,controlled,800
0,s00000035,d00000052,4.825,4729,controlled,800
8,s00000035,d00000052,5.796,2261,controlled,800
12,s00000058,d00000237,11.788,13710,controlled,800
4,s00000061,d00000234,2.843,2894,controlled,800
9,s00000190,d00000048,5.39,1736,controlled,800
14,s00000033,d00000022,8.975,700,controlled,800
10,s00000042,d00000034,7.096,1220,controlled,800
11,s00000159,d00000250,1.805,706,controlled,800
7,s00000206,d00000242,2.935,2318,controlled,800
13,s00000244,d00000079,5.407,2006,controlled,800
2,s00000029,d00000007,2.743,2107,controlled,800
5,s00000037,d00000141,1.704,1656,controlled,800
1,s00000210,d00000183,0.199,137,controlled,800
1,s00000147,d00000239,9.811,13657,controlled,800
14,s00000162,d00000214,10.166,13063,controlled,800
5,s00000139,d00000141,1.731,1388,controlled,800
6,s00000037,d00000141,7.382,1107,controlled,800
11,s00000159,d00000133,1.258,1671,controlled,800
1,s00000067,d00000002,10.862,10199,controlled,800
8,s00000058,d00000237,25.346,18654,controlled,800
11,s00000133,d00000177,7.604,9392,controlled,800
13,s00000226,d00000183,4.109,5198,controlled,800
7,s00000185,d00000200,2.315,2724,controlled,800
13,s00000020,d00000012,1.657,164,controlled,800
12,s00000195,d00000009,5.183,5515,controlled,800
14,s00000095,d00000225,1.43,247,controlled,800
11,s00000151,d00000160,4.318,1490,controlled,800
5,s00000134,d00000189,14.926,19762,controlled,800
11,s00000162,d00000214,6.859,2435,controlled,800
13,s00000107,d00000040,8.861,3323,controlled,800
6,s00000223,d00000051,1.898,1230,controlled,800
3,s00000138,d00000160,6.245,3441,controlled,800
5,s00000080,d00000175,5.255,6027,controlled,800
5,s00000045,d00000140,2.841,1909,controlled,800
2,s00000218,d00000210,5.324,953,controlled,800
14,s00000232,d00000033,0.722,866,controlled,800
1,s00000016,d00000253,9.363,1339,controlled,800
14,s00000074,d00000041,3.067,2230,controlled,800
10,s00000230,d00000029,7.888,10317,controlled,800
13,s00000045,d00000224,4.917,6854,controlled,800
15,s00000203,d00000220,5.692,3284,controlled,800
2,s00000144,d00000114,8.123,2648,controlled,800
11,s00000220,d00000240,20.865,18904,controlled,800
7,s00000224,d00000151,2.899,603,controlled,800
6,s00000086,d00000089,4.248,5751,controlled,800
5,s00000043,d00000073,2.393,2891,controlled,800
8,s00000075,d00000110,9.68,1868,controlled,800
4,s00000059,d00000151,7.41,6699,controlled,800
0,s00000247,d00000155,8.525,5268,controlled,800
9,s00000159,d00000133,18.47,25248,controlled,800
13,s00000040,d00000035,17.254,21101,controlled,800
3,s00000077,d00000008,12.151,5796,controlled,800
0,s00000017,d00000070,14.518,4631,controlled,800
4,s00000252,d00000086,1.877,657,controlled,800
3,s00000101,d00000052,2.887,3759,controlled,800
10,s00000100,d00000059,6.541,6724,controlled,800
15,s00000214,d00000168,10.269,10865,controlled,800
1,s00000180,d00000076,2.008,1028,controlled,800
7,s00000230,d00000250,20.277,12247,controlled,800
10,s00000239,d00000133,3.085,1543,controlled,800
6,s00000016,d00000097,5.904,7019,controlled,800
11,s00000110,d00000225,4.699,714,controlled,800
13,s00000208,d00000106,9.401,6186,controlled,800
14,s00000076,d00000167,0.864,1057,controlled,800
10,s00000132,d00000221,5.699,7187,controlled,800
5,s00000183,d00000229,2.381,2731,controlled,800
5,s00000155,d00000105,3.957,5718,controlled,800
3,s00000136,d00000164,5.851,1574,controlled,800
10,s00000186,d00000138,6.258,5501,controlled,800
5,s00000008,d00000081,5.3,7458,controlled,800
6,s00000116,d00000078,1.585,1580,controlled,800
7,s00000034,d00000018,3.263,2141,controlled,800
11,s00000214,d00000081,13.641,4747,controlled,800
5,s00000170,d00000062,3.414,4407,controlled,800
0,s00000111,d00000075,5.258,1535,controlled,800
15,s00000145,d00000146,3.318,1095,controlled,800
11,s00000084,d00000136,7.778,4822,controlled,800
3,s00000105,d00000121,1.096,1417,controlled,800
1,s00000008,d00000081,3.437,1574,controlled,800
0,s00000046,d00000164,6.845,4634,controlled,800
3,s00000230,d00000029,8.446,5963,controlled,800
14,s00000102,d00000233,5.527,514,controlled,800
3,s00000081,d00000180,4.25,1317,controlled,800
1,s00000167,d00000215,9.441,1898,controlled,800
11,s00000107,d00000040,12.665,12538,controlled,800
0,s00000190,d00000048,9.856,6012,controlled,800
14,s00000008,d00000081,3.222,2616,controlled,800
12,s00000233,d00000161,6.796,3554,controlled,800
7,s00000254,d00000100,1.198,379,controlled,800
8,s00000227,d00000035,6.447,6260,controlled,800
11,s00000092,d00000201,4.651,814,controlled,800
3,s00000164,d00000118,4.349,6293,controlled,800
9,s00000143,d00000153,10.493,9150,controlled,800
11,s00000138,d00000120,4.294,1503,controlled,800
7,s00000015,d00000094,6.951,9919,controlled,800
2,s00000123,d00000194,2.349,437,controlled,800
14,s00000034,d00000238,14.072,19645,controlled,800
5,s00000080,d00000175,5.571,6953,controlled,800
12,s00000210,d00000202,9.267,13363,controlled,800
2,s00000201,d00000076,14.104,5092,controlled,800
7,s00000020,d00000012,4.195,2714,controlled,800
11,s00000096,d00000031,10.783,6438,controlled,800
13,s00000079,d00000182,8.106,10707,controlled,800
8,s00000225,d00000105,5.722,4051,controlled,800
1,s00000064,d00000121,13.2,2680,controlled,800
13,s00000058,d00000237,2.997,2521,controlled,800
11,s00000239,d00000133,17.814,1140,controlled,800
3,s00000146,d00000015,7.024,7066,controlled,800
3,s00000039,d00000027,9.322,2070,controlled,800
5,s00000076,d00000100,4.978,1787,controlled,800
4,s00000217,d00000119,8.251,726,controlled,800
14,s00000146,d00000224,8.783,1616,controlled,800
7,s00000048,d00000175,13.687,3093,controlled,800
3,s00000211,d00000080,5.461,5843,controlled,800
2,s00000061,d00000234,1.564,1153,controlled,800
11,s00000054,d00000023,7.145,8338,controlled,800
6,s00000037,d00000104,3.981,4873,controlled,800
9,s00000034,d00000018,1.363,1426,controlled,800
1,s00000215,d00000141,15.183,16443,controlled,800
2,s00000064,d00000121,6.958,8642,controlled,800
12,s00000048,d00000202,9.186,7331,controlled,800
6,s00000112,d00000222,6.804,1864,controlled,800
5,s00000093,d00000141,6.43,971,controlled,800
15,s00000028,d00000243,2.918,336,controlled,800
5,s00000024,d00000132,10.396,9969,controlled,800
15,s00000254,d00000093,1.07,905,controlled,800
1,s00000136,d00000199,18.158,16977,controlled,800
10,s00000130,d00000057,11.426,3953,controlled,800
10,s00000058,d00000018,1.425,1688,controlled,800
11,s00000113,d00000138,1.426,1841,controlled,800
6,s00000245,d00000142,1.909,1565,controlled,800
9,s00000234,d00000101,4.254,1263,controlled,800
1,s00000232,d00000104,8.029,4247,controlled,800
5,s00000204,d00000200,5.586,2977,controlled,800
14,s00000062,d00000166,4.873,2247,controlled,800
0,s00000215,d00000036,5.612,1560,controlled,800
3,s00000116,d00000073,6.75,5022,controlled,800
6,s00000016,d00000253,3.406,1597,controlled,800
0,s00000137,d00000032,4.889,2156,controlled,800
4,s00000127,d00000165,4.91,5740,controlled,800
4,s00000168,d00000009,10.211,14428,controlled,800
15,s00000145,d00000109,1.783,1718,controlled,800
10,s00000225,d00000104,2.07,404,controlled,800
15,s00000144,d00000114,5.43,6695,controlled,800
